Tipo de vehículo;Accesorios de seguridad;Tipo Accidente;Sexo;Edad;Muertos;Graves;Leves;Accidentes;Victimas
Furgoneta;SE DESCONOCE;Colisión lateral y frontolateral;Hombre;1;0;2;36;109;38
Furgoneta;SE DESCONOCE;Colisión lateral y frontolateral;Hombre;2;1;2;87;299;90
Furgoneta;SE DESCONOCE;Colisión lateral y frontolateral;Hombre;3;0;3;98;360;101
Furgoneta;SE DESCONOCE;Colisión lateral y frontolateral;Hombre;4;1;2;58;257;61
Furgoneta;SE DESCONOCE;Colisión lateral y frontolateral;Hombre;5;0;5;31;138;36
Furgoneta;SE DESCONOCE;Colisión lateral y frontolateral;Hombre;6;0;1;11;54;12
Furgoneta;SE DESCONOCE;Colisión lateral y frontolateral;Hombre;7;0;2;3;18;5
Furgoneta;SE DESCONOCE;Colisión lateral y frontolateral;Hombre;8;0;1;0;4;1
Furgoneta;SE DESCONOCE;Colisión lateral y frontolateral;Hombre;;0;0;38;75;38
Furgoneta;SE DESCONOCE;Colisión lateral y frontolateral;Mujer;0;0;1;9;13;10
Furgoneta;SE DESCONOCE;Colisión lateral y frontolateral;Mujer;1;0;0;19;25;19
Furgoneta;SE DESCONOCE;Colisión lateral y frontolateral;Mujer;2;0;1;35;56;36
Furgoneta;SE DESCONOCE;Colisión lateral y frontolateral;Mujer;3;0;0;35;62;35
Furgoneta;SE DESCONOCE;Colisión lateral y frontolateral;Mujer;4;0;0;31;55;31
Furgoneta;SE DESCONOCE;Colisión lateral y frontolateral;Mujer;5;0;0;19;28;19
Furgoneta;SE DESCONOCE;Colisión lateral y frontolateral;Mujer;6;0;0;4;6;4
Furgoneta;SE DESCONOCE;Colisión lateral y frontolateral;Mujer;7;0;1;1;4;2
Furgoneta;SE DESCONOCE;Colisión lateral y frontolateral;Mujer;;0;0;12;13;12
Furgoneta;SE DESCONOCE;Colisión por alcance y múltiple;Desconocido;1;0;0;0;1;0
Furgoneta;SE DESCONOCE;Colisión por alcance y múltiple;Desconocido;2;0;0;2;1;2
Furgoneta;SE DESCONOCE;Colisión por alcance y múltiple;Desconocido;3;0;0;2;3;2
Furgoneta;SE DESCONOCE;Colisión por alcance y múltiple;Desconocido;6;0;0;0;1;0
Furgoneta;SE DESCONOCE;Colisión por alcance y múltiple;Desconocido;8;0;0;1;3;1
Furgoneta;SE DESCONOCE;Colisión por alcance y múltiple;Desconocido;;0;0;15;74;15
Furgoneta;SE DESCONOCE;Colisión por alcance y múltiple;Hombre;0;0;0;6;10;6
Furgoneta;SE DESCONOCE;Colisión por alcance y múltiple;Hombre;1;0;0;39;88;39
Furgoneta;SE DESCONOCE;Colisión por alcance y múltiple;Hombre;2;1;6;99;294;106
Furgoneta;SE DESCONOCE;Colisión por alcance y múltiple;Hombre;3;2;4;109;354;115
Furgoneta;SE DESCONOCE;Colisión por alcance y múltiple;Hombre;4;1;1;66;247;68
Furgoneta;SE DESCONOCE;Colisión por alcance y múltiple;Hombre;5;0;2;39;124;41
Furgoneta;SE DESCONOCE;Colisión por alcance y múltiple;Hombre;6;1;0;16;47;17
Furgoneta;SE DESCONOCE;Colisión por alcance y múltiple;Hombre;7;0;0;4;13;4
Furgoneta;SE DESCONOCE;Colisión por alcance y múltiple;Hombre;8;0;0;0;2;0
Furgoneta;SE DESCONOCE;Colisión por alcance y múltiple;Hombre;;0;0;49;87;49
Furgoneta;SE DESCONOCE;Colisión por alcance y múltiple;Mujer;0;0;0;6;14;6
Furgoneta;SE DESCONOCE;Colisión por alcance y múltiple;Mujer;1;0;2;21;33;23
Furgoneta;SE DESCONOCE;Colisión por alcance y múltiple;Mujer;2;0;0;34;56;34
Furgoneta;SE DESCONOCE;Colisión por alcance y múltiple;Mujer;3;1;1;41;60;43
Furgoneta;SE DESCONOCE;Colisión por alcance y múltiple;Mujer;4;0;1;30;44;31
Furgoneta;SE DESCONOCE;Colisión por alcance y múltiple;Mujer;5;0;0;25;35;25
Furgoneta;SE DESCONOCE;Colisión por alcance y múltiple;Mujer;6;0;0;8;10;8
Furgoneta;SE DESCONOCE;Colisión por alcance y múltiple;Mujer;7;0;0;3;3;3
Furgoneta;SE DESCONOCE;Colisión por alcance y múltiple;Mujer;8;0;0;1;2;1
Furgoneta;SE DESCONOCE;Colisión por alcance y múltiple;Mujer;;0;0;28;33;28
Furgoneta;SE DESCONOCE;Otro tipo de accidente;Desconocido;;0;0;0;16;0
Furgoneta;SE DESCONOCE;Otro tipo de accidente;Hombre;0;0;0;4;3;4
Furgoneta;SE DESCONOCE;Otro tipo de accidente;Hombre;1;0;0;9;18;9
Furgoneta;SE DESCONOCE;Otro tipo de accidente;Hombre;2;0;6;23;58;29
Furgoneta;SE DESCONOCE;Otro tipo de accidente;Hombre;3;1;5;37;78;43
Furgoneta;SE DESCONOCE;Otro tipo de accidente;Hombre;4;1;1;13;51;15
Furgoneta;SE DESCONOCE;Otro tipo de accidente;Hombre;5;0;0;5;21;5
Furgoneta;SE DESCONOCE;Otro tipo de accidente;Hombre;6;0;0;3;6;3
Furgoneta;SE DESCONOCE;Otro tipo de accidente;Hombre;7;0;0;2;2;2
Furgoneta;SE DESCONOCE;Otro tipo de accidente;Hombre;8;0;0;1;2;1
Furgoneta;SE DESCONOCE;Otro tipo de accidente;Hombre;;0;1;8;18;9
Furgoneta;SE DESCONOCE;Otro tipo de accidente;Mujer;0;0;0;2;4;2
Furgoneta;SE DESCONOCE;Otro tipo de accidente;Mujer;1;0;0;5;7;5
Furgoneta;SE DESCONOCE;Otro tipo de accidente;Mujer;2;0;0;11;11;11
Furgoneta;SE DESCONOCE;Otro tipo de accidente;Mujer;3;0;0;7;13;7
Furgoneta;SE DESCONOCE;Otro tipo de accidente;Mujer;4;0;0;4;8;4
Furgoneta;SE DESCONOCE;Otro tipo de accidente;Mujer;5;0;0;5;5;5
Furgoneta;SE DESCONOCE;Otro tipo de accidente;Mujer;6;0;0;2;4;2
Furgoneta;SE DESCONOCE;Otro tipo de accidente;Mujer;8;0;1;0;2;1
Furgoneta;SE DESCONOCE;Otro tipo de accidente;Mujer;;1;0;4;7;5
Furgoneta;SE DESCONOCE;Salida de la vía;Desconocido;0;0;0;1;1;1
Furgoneta;SE DESCONOCE;Salida de la vía;Desconocido;1;0;0;1;1;1
Furgoneta;SE DESCONOCE;Salida de la vía;Desconocido;2;0;0;0;1;0
Furgoneta;SE DESCONOCE;Salida de la vía;Desconocido;;0;0;7;28;7
Furgoneta;SE DESCONOCE;Salida de la vía;Hombre;0;0;2;10;11;12
Furgoneta;SE DESCONOCE;Salida de la vía;Hombre;1;0;3;28;35;31
Furgoneta;SE DESCONOCE;Salida de la vía;Hombre;2;0;5;44;64;49
Furgoneta;SE DESCONOCE;Salida de la vía;Hombre;3;2;6;54;78;62
Furgoneta;SE DESCONOCE;Salida de la vía;Hombre;4;0;7;38;62;45
Furgoneta;SE DESCONOCE;Salida de la vía;Hombre;5;0;4;30;38;34
Furgoneta;SE DESCONOCE;Salida de la vía;Hombre;6;1;1;10;15;12
Furgoneta;SE DESCONOCE;Salida de la vía;Hombre;7;0;0;9;9;9
Furgoneta;SE DESCONOCE;Salida de la vía;Hombre;;0;0;13;20;13
Furgoneta;SE DESCONOCE;Salida de la vía;Mujer;0;0;0;12;10;12
Furgoneta;SE DESCONOCE;Salida de la vía;Mujer;1;0;2;14;15;16
Furgoneta;SE DESCONOCE;Salida de la vía;Mujer;2;0;1;17;20;18
Furgoneta;SE DESCONOCE;Salida de la vía;Mujer;3;0;2;13;18;15
Furgoneta;SE DESCONOCE;Salida de la vía;Mujer;4;0;3;8;13;11
Furgoneta;SE DESCONOCE;Salida de la vía;Mujer;5;0;0;8;7;8
Furgoneta;SE DESCONOCE;Salida de la vía;Mujer;6;0;1;3;6;4
Furgoneta;SE DESCONOCE;Salida de la vía;Mujer;7;0;0;1;1;1
Furgoneta;SE DESCONOCE;Salida de la vía;Mujer;;0;0;5;6;5
Furgoneta;SE DESCONOCE;Vuelco en la calzada;Desconocido;;0;0;0;6;0
Furgoneta;SE DESCONOCE;Vuelco en la calzada;Hombre;1;0;0;2;5;2
Furgoneta;SE DESCONOCE;Vuelco en la calzada;Hombre;2;0;0;2;8;2
Furgoneta;SE DESCONOCE;Vuelco en la calzada;Hombre;3;0;0;4;15;4
Furgoneta;SE DESCONOCE;Vuelco en la calzada;Hombre;4;0;1;1;10;2
Furgoneta;SE DESCONOCE;Vuelco en la calzada;Hombre;5;0;1;1;12;2
Furgoneta;SE DESCONOCE;Vuelco en la calzada;Hombre;6;0;0;0;2;0
Furgoneta;SE DESCONOCE;Vuelco en la calzada;Hombre;7;0;0;0;1;0
Furgoneta;SE DESCONOCE;Vuelco en la calzada;Hombre;;0;0;2;4;2
Furgoneta;SE DESCONOCE;Vuelco en la calzada;Mujer;0;0;0;0;1;0
Furgoneta;SE DESCONOCE;Vuelco en la calzada;Mujer;3;0;0;0;3;0
Furgoneta;SE DESCONOCE;Vuelco en la calzada;Mujer;4;0;0;1;1;1
Furgoneta;SE DESCONOCE;Vuelco en la calzada;Mujer;;0;0;1;1;1
Furgoneta;SISTEMA DE RETENCIÓN;Atropello a peatón;Hombre;0;0;0;0;3;0
Furgoneta;SISTEMA DE RETENCIÓN;Atropello a peatón;Mujer;0;0;0;0;2;0
Furgoneta;SISTEMA DE RETENCIÓN;Colisión frontal;Hombre;0;0;0;5;10;5
Furgoneta;SISTEMA DE RETENCIÓN;Colisión frontal;Mujer;0;0;0;3;7;3
Furgoneta;SISTEMA DE RETENCIÓN;Colisión lateral y frontolateral;Hombre;0;0;2;13;34;15
Furgoneta;SISTEMA DE RETENCIÓN;Colisión lateral y frontolateral;Hombre;;0;0;0;2;0
Furgoneta;SISTEMA DE RETENCIÓN;Colisión lateral y frontolateral;Mujer;0;0;0;9;20;9
Furgoneta;SISTEMA DE RETENCIÓN;Colisión lateral y frontolateral;Mujer;;0;0;4;8;4
Furgoneta;SISTEMA DE RETENCIÓN;Colisión por alcance y múltiple;Hombre;0;0;0;24;38;24
Furgoneta;SISTEMA DE RETENCIÓN;Colisión por alcance y múltiple;Hombre;;0;0;3;4;3
Furgoneta;SISTEMA DE RETENCIÓN;Colisión por alcance y múltiple;Mujer;0;0;0;11;34;11
Furgoneta;SISTEMA DE RETENCIÓN;Colisión por alcance y múltiple;Mujer;;0;0;1;2;1
Furgoneta;SISTEMA DE RETENCIÓN;Otro tipo de accidente;Hombre;0;0;0;4;9;4
Furgoneta;SISTEMA DE RETENCIÓN;Otro tipo de accidente;Hombre;;0;0;0;2;0
Furgoneta;SISTEMA DE RETENCIÓN;Otro tipo de accidente;Mujer;0;0;0;4;6;4
Furgoneta;SISTEMA DE RETENCIÓN;Salida de la vía;Desconocido;0;0;0;1;1;1
Furgoneta;SISTEMA DE RETENCIÓN;Salida de la vía;Hombre;0;0;2;18;29;20
Furgoneta;SISTEMA DE RETENCIÓN;Salida de la vía;Hombre;;0;0;2;2;2
Furgoneta;SISTEMA DE RETENCIÓN;Salida de la vía;Mujer;0;0;1;16;20;17
Furgoneta;SISTEMA DE RETENCIÓN;Salida de la vía;Mujer;;0;0;1;1;1
Furgoneta;SISTEMA DE RETENCIÓN;Vuelco en la calzada;Hombre;0;0;0;3;4;3
Furgoneta;SISTEMA DE RETENCIÓN;Vuelco en la calzada;Mujer;0;0;0;3;3;3
Furgoneta;UTILIZANDO CASCO;Colisión lateral y frontolateral;Hombre;1;0;0;4;4;4
Furgoneta;UTILIZANDO CASCO;Colisión lateral y frontolateral;Hombre;2;0;0;1;1;1
Furgoneta;UTILIZANDO CASCO;Colisión lateral y frontolateral;Hombre;3;0;1;0;1;1
Furgoneta;UTILIZANDO CASCO;Colisión lateral y frontolateral;Hombre;4;0;0;1;1;1
Furgoneta;UTILIZANDO CASCO;Colisión lateral y frontolateral;Hombre;5;0;0;1;1;1
Furgoneta;UTILIZANDO CASCO;Colisión lateral y frontolateral;Mujer;1;0;0;1;1;1
Furgoneta;UTILIZANDO CASCO;Colisión lateral y frontolateral;Mujer;3;0;0;1;1;1
Furgoneta;UTILIZANDO CASCO;Colisión por alcance y múltiple;Hombre;3;0;0;1;1;1
Furgoneta;UTILIZANDO CASCO;Otro tipo de accidente;Hombre;3;0;1;0;1;1
Furgoneta;UTILIZANDO CASCO;Salida de la vía;Hombre;1;0;0;1;1;1
Furgoneta;UTILIZANDO CINTURÓN ;Atropello a peatón;Desconocido;2;0;0;0;1;0
Furgoneta;UTILIZANDO CINTURÓN ;Atropello a peatón;Desconocido;;0;0;0;6;0
Furgoneta;UTILIZANDO CINTURÓN ;Atropello a peatón;Hombre;0;0;0;0;5;0
Furgoneta;UTILIZANDO CINTURÓN ;Atropello a peatón;Hombre;1;0;1;0;75;1
Furgoneta;UTILIZANDO CINTURÓN ;Atropello a peatón;Hombre;2;0;1;4;235;5
Furgoneta;UTILIZANDO CINTURÓN ;Atropello a peatón;Hombre;3;0;0;2;331;2
Furgoneta;UTILIZANDO CINTURÓN ;Atropello a peatón;Hombre;4;0;0;1;234;1
Furgoneta;UTILIZANDO CINTURÓN ;Atropello a peatón;Hombre;5;0;0;0;140;0
Furgoneta;UTILIZANDO CINTURÓN ;Atropello a peatón;Hombre;6;0;0;0;43;0
Furgoneta;UTILIZANDO CINTURÓN ;Atropello a peatón;Hombre;7;0;0;0;18;0
Furgoneta;UTILIZANDO CINTURÓN ;Atropello a peatón;Hombre;8;0;0;0;7;0
Furgoneta;UTILIZANDO CINTURÓN ;Atropello a peatón;Hombre;;0;0;1;17;1
Furgoneta;UTILIZANDO CINTURÓN ;Atropello a peatón;Mujer;0;0;0;0;2;0
Furgoneta;UTILIZANDO CINTURÓN ;Atropello a peatón;Mujer;1;0;0;0;14;0
Furgoneta;UTILIZANDO CINTURÓN ;Atropello a peatón;Mujer;2;0;0;2;28;2
Furgoneta;UTILIZANDO CINTURÓN ;Atropello a peatón;Mujer;3;0;0;0;34;0
Furgoneta;UTILIZANDO CINTURÓN ;Atropello a peatón;Mujer;4;0;0;0;28;0
Furgoneta;UTILIZANDO CINTURÓN ;Atropello a peatón;Mujer;5;0;0;0;17;0
Furgoneta;UTILIZANDO CINTURÓN ;Atropello a peatón;Mujer;6;0;0;0;4;0
Furgoneta;UTILIZANDO CINTURÓN ;Atropello a peatón;Mujer;7;0;0;0;1;0
Furgoneta;UTILIZANDO CINTURÓN ;Atropello a peatón;Mujer;;0;0;0;2;0
Furgoneta;UTILIZANDO CINTURÓN ;Colisión frontal;Desconocido;2;0;0;1;1;1
Furgoneta;UTILIZANDO CINTURÓN ;Colisión frontal;Desconocido;;0;0;3;7;3
Furgoneta;UTILIZANDO CINTURÓN ;Colisión frontal;Hombre;0;0;1;9;15;10
Furgoneta;UTILIZANDO CINTURÓN ;Colisión frontal;Hombre;1;5;7;55;92;67
Furgoneta;UTILIZANDO CINTURÓN ;Colisión frontal;Hombre;2;5;16;117;211;138
Furgoneta;UTILIZANDO CINTURÓN ;Colisión frontal;Hombre;3;10;28;115;242;153
Furgoneta;UTILIZANDO CINTURÓN ;Colisión frontal;Hombre;4;6;27;86;190;119
Furgoneta;UTILIZANDO CINTURÓN ;Colisión frontal;Hombre;5;5;8;54;116;67
Furgoneta;UTILIZANDO CINTURÓN ;Colisión frontal;Hombre;6;2;8;19;55;29
Furgoneta;UTILIZANDO CINTURÓN ;Colisión frontal;Hombre;7;4;4;12;28;20
Furgoneta;UTILIZANDO CINTURÓN ;Colisión frontal;Hombre;;0;2;12;28;14
Furgoneta;UTILIZANDO CINTURÓN ;Colisión frontal;Mujer;0;0;1;3;6;4
Furgoneta;UTILIZANDO CINTURÓN ;Colisión frontal;Mujer;1;0;4;16;25;20
Furgoneta;UTILIZANDO CINTURÓN ;Colisión frontal;Mujer;2;0;4;35;42;39
Furgoneta;UTILIZANDO CINTURÓN ;Colisión frontal;Mujer;3;3;7;31;50;41
Furgoneta;UTILIZANDO CINTURÓN ;Colisión frontal;Mujer;4;2;5;28;46;35
Furgoneta;UTILIZANDO CINTURÓN ;Colisión frontal;Mujer;5;1;3;17;26;21
Furgoneta;UTILIZANDO CINTURÓN ;Colisión frontal;Mujer;6;1;3;9;16;13
Furgoneta;UTILIZANDO CINTURÓN ;Colisión frontal;Mujer;7;1;4;2;7;7
Furgoneta;UTILIZANDO CINTURÓN ;Colisión frontal;Mujer;8;0;0;1;1;1
Furgoneta;UTILIZANDO CINTURÓN ;Colisión frontal;Mujer;;0;2;8;13;10
Furgoneta;UTILIZANDO CINTURÓN ;Colisión lateral y frontolateral;Desconocido;1;0;0;1;1;1
Furgoneta;UTILIZANDO CINTURÓN ;Colisión lateral y frontolateral;Desconocido;2;0;0;2;2;2
Furgoneta;UTILIZANDO CINTURÓN ;Colisión lateral y frontolateral;Desconocido;3;0;0;0;1;0
Furgoneta;UTILIZANDO CINTURÓN ;Colisión lateral y frontolateral;Desconocido;;0;0;7;21;7
Furgoneta;UTILIZANDO CINTURÓN ;Colisión lateral y frontolateral;Hombre;0;0;0;20;34;20
Furgoneta;UTILIZANDO CINTURÓN ;Colisión lateral y frontolateral;Hombre;1;0;11;201;439;212
Furgoneta;UTILIZANDO CINTURÓN ;Colisión lateral y frontolateral;Hombre;2;2;23;405;1125;430
Furgoneta;UTILIZANDO CINTURÓN ;Colisión lateral y frontolateral;Hombre;3;5;26;416;1339;447
Furgoneta;UTILIZANDO CINTURÓN ;Colisión lateral y frontolateral;Hombre;4;2;25;268;1038;295
Furgoneta;UTILIZANDO CINTURÓN ;Colisión lateral y frontolateral;Hombre;5;2;14;165;601;181
Furgoneta;UTILIZANDO CINTURÓN ;Colisión lateral y frontolateral;Hombre;6;3;5;84;258;92
Furgoneta;UTILIZANDO CINTURÓN ;Colisión lateral y frontolateral;Hombre;7;1;10;35;89;46
Furgoneta;UTILIZANDO CINTURÓN ;Colisión lateral y frontolateral;Hombre;8;1;0;4;10;5
Furgoneta;UTILIZANDO CINTURÓN ;Colisión lateral y frontolateral;Hombre;;1;4;49;121;54
Furgoneta;UTILIZANDO CINTURÓN ;Colisión lateral y frontolateral;Mujer;0;0;2;19;35;21
Furgoneta;UTILIZANDO CINTURÓN ;Colisión lateral y frontolateral;Mujer;1;0;2;71;107;73
Furgoneta;UTILIZANDO CINTURÓN ;Colisión lateral y frontolateral;Mujer;2;0;3;111;207;114
Furgoneta;UTILIZANDO CINTURÓN ;Colisión lateral y frontolateral;Mujer;3;1;10;108;232;119
Furgoneta;UTILIZANDO CINTURÓN ;Colisión lateral y frontolateral;Mujer;4;1;8;97;199;106
Furgoneta;UTILIZANDO CINTURÓN ;Colisión lateral y frontolateral;Mujer;5;0;4;63;106;67
Furgoneta;UTILIZANDO CINTURÓN ;Colisión lateral y frontolateral;Mujer;6;3;3;31;61;37
Furgoneta;UTILIZANDO CINTURÓN ;Colisión lateral y frontolateral;Mujer;7;3;0;15;21;18
Furgoneta;UTILIZANDO CINTURÓN ;Colisión lateral y frontolateral;Mujer;8;0;0;3;4;3
Furgoneta;UTILIZANDO CINTURÓN ;Colisión lateral y frontolateral;Mujer;;0;0;36;61;36
Furgoneta;UTILIZANDO CINTURÓN ;Colisión por alcance y múltiple;Desconocido;0;0;0;0;1;0
Furgoneta;UTILIZANDO CINTURÓN ;Colisión por alcance y múltiple;Desconocido;2;0;0;1;3;1
Furgoneta;UTILIZANDO CINTURÓN ;Colisión por alcance y múltiple;Desconocido;3;0;0;2;4;2
Furgoneta;UTILIZANDO CINTURÓN ;Colisión por alcance y múltiple;Desconocido;4;0;0;0;1;0
Furgoneta;UTILIZANDO CINTURÓN ;Colisión por alcance y múltiple;Desconocido;5;0;0;0;1;0
Furgoneta;UTILIZANDO CINTURÓN ;Colisión por alcance y múltiple;Desconocido;7;0;0;1;1;1
Furgoneta;UTILIZANDO CINTURÓN ;Colisión por alcance y múltiple;Desconocido;;0;0;11;39;11
Furgoneta;UTILIZANDO CINTURÓN ;Colisión por alcance y múltiple;Hombre;0;0;2;34;50;36
Furgoneta;UTILIZANDO CINTURÓN ;Colisión por alcance y múltiple;Hombre;1;1;3;254;571;258
Furgoneta;UTILIZANDO CINTURÓN ;Colisión por alcance y múltiple;Hombre;2;5;31;598;1626;634
Furgoneta;UTILIZANDO CINTURÓN ;Colisión por alcance y múltiple;Hombre;3;3;31;692;1933;726
Furgoneta;UTILIZANDO CINTURÓN ;Colisión por alcance y múltiple;Hombre;4;5;28;407;1353;440
Furgoneta;UTILIZANDO CINTURÓN ;Colisión por alcance y múltiple;Hombre;5;2;14;256;769;272
Furgoneta;UTILIZANDO CINTURÓN ;Colisión por alcance y múltiple;Hombre;6;1;5;78;288;84
Furgoneta;UTILIZANDO CINTURÓN ;Colisión por alcance y múltiple;Hombre;7;3;1;32;90;36
Furgoneta;UTILIZANDO CINTURÓN ;Colisión por alcance y múltiple;Hombre;8;0;0;5;13;5
Furgoneta;UTILIZANDO CINTURÓN ;Colisión por alcance y múltiple;Hombre;;1;2;83;191;86
Furgoneta;UTILIZANDO CINTURÓN ;Colisión por alcance y múltiple;Mujer;0;0;0;22;42;22
Furgoneta;UTILIZANDO CINTURÓN ;Colisión por alcance y múltiple;Mujer;1;0;1;116;163;117
Furgoneta;UTILIZANDO CINTURÓN ;Colisión por alcance y múltiple;Mujer;2;1;7;169;273;177
Furgoneta;UTILIZANDO CINTURÓN ;Colisión por alcance y múltiple;Mujer;3;1;2;210;323;213
Furgoneta;UTILIZANDO CINTURÓN ;Colisión por alcance y múltiple;Mujer;4;0;2;134;225;136
Furgoneta;UTILIZANDO CINTURÓN ;Colisión por alcance y múltiple;Mujer;5;1;1;73;122;75
Furgoneta;UTILIZANDO CINTURÓN ;Colisión por alcance y múltiple;Mujer;6;0;1;36;59;37
Furgoneta;UTILIZANDO CINTURÓN ;Colisión por alcance y múltiple;Mujer;7;0;2;14;20;16
Furgoneta;UTILIZANDO CINTURÓN ;Colisión por alcance y múltiple;Mujer;8;0;1;4;7;5
Furgoneta;UTILIZANDO CINTURÓN ;Colisión por alcance y múltiple;Mujer;;0;0;62;89;62
Furgoneta;UTILIZANDO CINTURÓN ;Otro tipo de accidente;Desconocido;2;0;0;1;1;1
Furgoneta;UTILIZANDO CINTURÓN ;Otro tipo de accidente;Desconocido;;0;0;3;13;3
Furgoneta;UTILIZANDO CINTURÓN ;Otro tipo de accidente;Hombre;0;0;0;6;7;6
Furgoneta;UTILIZANDO CINTURÓN ;Otro tipo de accidente;Hombre;1;0;4;49;80;53
Furgoneta;UTILIZANDO CINTURÓN ;Otro tipo de accidente;Hombre;2;1;6;92;192;99
Furgoneta;UTILIZANDO CINTURÓN ;Otro tipo de accidente;Hombre;3;2;5;107;230;114
Furgoneta;UTILIZANDO CINTURÓN ;Otro tipo de accidente;Hombre;4;2;7;74;194;83
Furgoneta;UTILIZANDO CINTURÓN ;Otro tipo de accidente;Hombre;5;2;2;38;115;42
Furgoneta;UTILIZANDO CINTURÓN ;Otro tipo de accidente;Hombre;6;0;3;11;31;14
Furgoneta;UTILIZANDO CINTURÓN ;Otro tipo de accidente;Hombre;7;0;0;5;9;5
Furgoneta;UTILIZANDO CINTURÓN ;Otro tipo de accidente;Hombre;8;0;0;1;3;1
Furgoneta;UTILIZANDO CINTURÓN ;Otro tipo de accidente;Hombre;;0;0;11;24;11
Furgoneta;UTILIZANDO CINTURÓN ;Otro tipo de accidente;Mujer;0;0;0;8;9;8
Furgoneta;UTILIZANDO CINTURÓN ;Otro tipo de accidente;Mujer;1;0;2;13;27;15
Furgoneta;UTILIZANDO CINTURÓN ;Otro tipo de accidente;Mujer;2;0;2;29;45;31
Furgoneta;UTILIZANDO CINTURÓN ;Otro tipo de accidente;Mujer;3;0;1;24;39;25
Furgoneta;UTILIZANDO CINTURÓN ;Otro tipo de accidente;Mujer;4;1;4;16;31;21
Furgoneta;UTILIZANDO CINTURÓN ;Otro tipo de accidente;Mujer;5;0;2;12;22;14
Furgoneta;UTILIZANDO CINTURÓN ;Otro tipo de accidente;Mujer;6;0;0;4;5;4
Furgoneta;UTILIZANDO CINTURÓN ;Otro tipo de accidente;Mujer;7;0;1;2;4;3
Furgoneta;UTILIZANDO CINTURÓN ;Otro tipo de accidente;Mujer;;0;0;13;16;13
Furgoneta;UTILIZANDO CINTURÓN ;Salida de la vía;Desconocido;0;0;0;0;1;0
Furgoneta;UTILIZANDO CINTURÓN ;Salida de la vía;Desconocido;1;0;0;0;2;0
Furgoneta;UTILIZANDO CINTURÓN ;Salida de la vía;Desconocido;2;0;0;1;1;1
Furgoneta;UTILIZANDO CINTURÓN ;Salida de la vía;Desconocido;3;0;0;0;1;0
Furgoneta;UTILIZANDO CINTURÓN ;Salida de la vía;Desconocido;;0;0;3;11;3
Furgoneta;UTILIZANDO CINTURÓN ;Salida de la vía;Hombre;0;0;3;18;26;21
Furgoneta;UTILIZANDO CINTURÓN ;Salida de la vía;Hombre;1;2;24;240;281;266
Furgoneta;UTILIZANDO CINTURÓN ;Salida de la vía;Hombre;2;4;30;448;535;482
Furgoneta;UTILIZANDO CINTURÓN ;Salida de la vía;Hombre;3;4;46;384;524;434
Furgoneta;UTILIZANDO CINTURÓN ;Salida de la vía;Hombre;4;4;43;264;381;311
Furgoneta;UTILIZANDO CINTURÓN ;Salida de la vía;Hombre;5;9;20;164;255;193
Furgoneta;UTILIZANDO CINTURÓN ;Salida de la vía;Hombre;6;3;14;100;138;117
Furgoneta;UTILIZANDO CINTURÓN ;Salida de la vía;Hombre;7;4;4;54;69;62
Furgoneta;UTILIZANDO CINTURÓN ;Salida de la vía;Hombre;8;0;0;11;11;11
Furgoneta;UTILIZANDO CINTURÓN ;Salida de la vía;Hombre;;0;1;57;67;58
Furgoneta;UTILIZANDO CINTURÓN ;Salida de la vía;Mujer;0;0;2;16;29;18
Furgoneta;UTILIZANDO CINTURÓN ;Salida de la vía;Mujer;1;0;5;82;94;87
Furgoneta;UTILIZANDO CINTURÓN ;Salida de la vía;Mujer;2;0;10;128;150;138
Furgoneta;UTILIZANDO CINTURÓN ;Salida de la vía;Mujer;3;0;10;126;148;136
Furgoneta;UTILIZANDO CINTURÓN ;Salida de la vía;Mujer;4;0;9;79;97;88
Furgoneta;UTILIZANDO CINTURÓN ;Salida de la vía;Mujer;5;2;10;55;72;67
Furgoneta;UTILIZANDO CINTURÓN ;Salida de la vía;Mujer;6;0;10;27;43;37
Furgoneta;UTILIZANDO CINTURÓN ;Salida de la vía;Mujer;7;2;2;11;17;15
Furgoneta;UTILIZANDO CINTURÓN ;Salida de la vía;Mujer;8;0;0;1;1;1
Furgoneta;UTILIZANDO CINTURÓN ;Salida de la vía;Mujer;;0;0;29;29;29
Furgoneta;UTILIZANDO CINTURÓN ;Vuelco en la calzada;Hombre;0;0;0;3;5;3
Furgoneta;UTILIZANDO CINTURÓN ;Vuelco en la calzada;Hombre;1;0;0;16;16;16
Furgoneta;UTILIZANDO CINTURÓN ;Vuelco en la calzada;Hombre;2;0;2;24;40;26
Furgoneta;UTILIZANDO CINTURÓN ;Vuelco en la calzada;Hombre;3;0;0;17;51;17
Furgoneta;UTILIZANDO CINTURÓN ;Vuelco en la calzada;Hombre;4;0;2;13;38;15
Furgoneta;UTILIZANDO CINTURÓN ;Vuelco en la calzada;Hombre;5;0;2;7;14;9
Furgoneta;UTILIZANDO CINTURÓN ;Vuelco en la calzada;Hombre;6;0;0;6;8;6
Furgoneta;UTILIZANDO CINTURÓN ;Vuelco en la calzada;Hombre;7;0;0;2;6;2
Furgoneta;UTILIZANDO CINTURÓN ;Vuelco en la calzada;Hombre;8;0;1;0;1;1
Furgoneta;UTILIZANDO CINTURÓN ;Vuelco en la calzada;Hombre;;0;0;4;6;4
